Word,Length,Consonants,Vowels,Syllables,Origin,Favourite
Depot,5,3,2,2,French,
Inion,5,2,3,2,Ancient Greek,
Truce,5,3,2,1,Middle English,
Torte,5,3,2,2,German,
Midge,5,3,2,1,Middle English,
Lamia,5,2,3,3,Latin,
Samos,5,3,2,2,,
Ratch,5,4,1,1,,
Mamba,5,3,2,2,Zulu,
Savor,5,3,2,2,Old French,
Natty,5,4,1,2,,
Atole,5,2,3,2,Spanish,
Shala,5,3,2,2,,
Greet,5,3,2,1,Old English,
Glace,5,3,2,1,Old French,
Nubia,5,2,3,3,,
Cheep,5,3,2,1,,
Prong,5,4,1,1,Middle English,
Taboo,5,2,3,2,Tongan,
Korra,5,3,2,2,,
Signs,5,4,1,1,,
Frond,5,4,1,1,Latin,
Rabat,5,3,2,2,,
Tangy,5,4,1,2,,
Oiler,5,2,3,2,,
Staph,5,4,1,1,,
Mitra,5,3,2,2,,
Rioja,5,2,3,3,,
Pocky,5,4,1,2,,
Wring,5,4,1,1,Middle English,
Aqaba,5,2,3,3,,
Kinda,5,3,2,2,,
Bourg,5,3,2,1,Old French,
Parch,5,4,1,1,,
Antum,5,3,2,2,,
Malto,5,3,2,2,,
Quark,5,3,2,1,German,
Curio,5,2,3,3,English,
Abysm,5,4,1,2,Middle English,
Cachi,5,3,2,2,,
Teary,5,3,2,2,,
Nomad,5,3,2,2,Middle French,
Sedge,5,3,2,1,Old English,
Lathe,5,3,2,1,Middle English,
Gonad,5,3,2,2,Ancient Greek,
Macon,5,3,2,2,,
Ilion,5,2,3,2,,
Gazer,5,3,2,2,,
Carom,5,3,2,2,French,
Akaba,5,2,3,3,,
Frizz,5,4,1,1,Middle English,
Livid,5,3,2,2,Latin,
Joist,5,3,2,1,Old French,
Mains,5,3,2,1,Latin,
Indic,5,3,2,2,Latin,
Corse,5,3,2,1,,
Cubic,5,3,2,2,Middle French,
Anzac,5,3,2,2,,
Bruin,5,3,2,1,Middle Dutch,
Athos,5,3,2,2,Ancient Greek,
Blate,5,3,2,1,Middle English,
Unism,5,3,2,3,,
Rains,5,3,2,1,,
Spool,5,3,2,1,,
Mirth,5,4,1,1,Old English,
Pucka,5,3,2,2,,
Gelly,5,4,1,2,,
Tepee,5,2,3,2,,
Macro,5,3,2,2,French,
Azote,5,2,3,2,French,
Hicky,5,4,1,2,,
Strut,5,4,1,1,Middle English,
Edema,5,2,3,3,Ancient Greek,
Medan,5,3,2,2,,
Brama,5,3,2,2,,
Folio,5,2,3,3,Latin,
Tsine,5,3,2,1,Latin,
Creak,5,3,2,1,Middle English,
Chops,5,4,1,1,,
Babka,5,3,2,2,,
Horus,5,3,2,2,Late Latin,
Zesty,5,4,1,2,,
Rebus,5,3,2,2,Latin,
Tonal,5,3,2,2,Nahuatl,
Poles,5,3,2,2,,
Wafer,5,3,2,2,Anglo Norman,
Loach,5,3,2,1,,
Horde,5,3,2,1,Middle French,
Erato,5,2,3,3,Ancient Greek,
Doily,5,3,2,2,,
Mummy,5,4,1,2,Anglo Norman,
Acrid,5,3,2,2,Latin,
Sayer,5,3,2,1,,
Arcus,5,3,2,2,Latin,
Acrid,5,3,2,2,Latin,
Benin,5,3,2,2,Portuguese,
Ingle,5,3,2,2,Scottish Gaelic,
Belch,5,4,1,1,Middle English,
Tibet,5,3,2,2,,
Whist,5,4,1,1,Middle English,
Roots,5,3,2,1,,
Stair,5,3,2,1,Middle English,
Umbra,5,3,2,2,Latin,
Doper,5,3,2,2,,
Makin,5,3,2,2,,
Hokey,5,3,2,2,,
Mourn,5,3,2,1,Old English,
Myrrh,5,5,0,1,Old English,
Sloka,5,3,2,2,,
Pooka,5,2,3,2,Old Irish,
Sulfa,5,3,2,2,,
Loath,5,3,2,1,Middle English,
Atoms,5,3,2,2,Latin,
Bhang,5,4,1,1,Hindi,
Finer,5,3,2,2,Latin,
Curie,5,2,3,2,,
Dirge,5,3,2,2,,
Clank,5,4,1,1,,
Noose,5,2,3,1,Old French,
Shear,5,3,2,1,Middle English,
Smirk,5,4,1,1,,
Boson,5,3,2,2,,
Edger,5,3,2,1,,
Hutch,5,4,1,1,Middle English,
Debar,5,3,2,2,Anglo Norman,
Waldo,5,3,2,2,,
Filet,5,3,2,2,French,
Aggro,5,3,2,2,,
Somme,5,3,2,2,,
Calan,5,3,2,2,,
Filar,5,3,2,2,Latin,
Plano,5,3,2,2,,
Saxon,5,3,2,2,Middle English,
Hurst,5,4,1,1,Middle English,
Rayon,5,3,2,1,French,
Tribe,5,3,2,1,Middle English,
Ruins,5,3,2,1,,
Addax,5,3,2,2,Latin,
Quill,5,3,2,1,Middle English,
Decoy,5,3,2,2,,
Durum,5,3,2,2,,
Carat,5,3,2,2,Middle French,
Durum,5,3,2,2,,
Ictic,5,3,2,2,Latin,
Capet,5,3,2,2,,
Panga,5,3,2,2,Swahili,
Gobio,5,2,3,3,Latin,
Leech,5,3,2,1,Middle English,
Motif,5,3,2,2,Late Latin,
Trove,5,3,2,1,Anglo Norman,
Bleep,5,3,2,1,,
Osage,5,2,3,2,,
Alnus,5,3,2,2,Latin,
Clunk,5,4,1,1,,
Yeats,5,3,2,1,,
Sawan,5,3,2,2,,
Harem,5,3,2,2,Turkish,
Rainy,5,3,2,2,,
Canto,5,3,2,2,Latin,
Ameba,5,2,3,3,,
Beady,5,3,2,2,,
Khosa,5,3,2,2,,
Drier,5,3,2,1,,
Pique,5,2,3,2,Middle French,
Lucid,5,3,2,2,Latin,
Odour,5,2,3,2,Anglo Norman,
Doggy,5,4,1,2,,
Gauss,5,3,2,1,,
Savin,5,3,2,2,Old French,
Abuzz,5,3,2,2,,
Zakat,5,3,2,2,Arabic,
Draco,5,3,2,2,Latin,
Roost,5,3,2,1,Old English,
Ching,5,4,1,1,Thai,
Genic,5,3,2,2,,
Manna,5,3,2,2,Middle English,
Tesla,5,3,2,2,,
Crass,5,4,1,1,Middle French,
Trope,5,3,2,1,Latin,
Cusco,5,3,2,2,,
Pater,5,3,2,2,Latin,
Feign,5,3,2,1,Middle English,
Dacha,5,3,2,2,Russian,
Revel,5,3,2,2,Middle English,
Stalk,5,4,1,1,Middle English,
Theia,5,2,3,3,Ancient Greek,
Clack,5,4,1,1,Middle English,
Strew,5,4,1,1,Middle English,
Fauna,5,2,3,2,Latin,
Beery,5,3,2,2,,
Skint,5,4,1,1,,
Snuff,5,4,1,1,,
Dogma,5,3,2,2,Latin,
Shrub,5,4,1,1,Old English,
Perks,5,4,1,1,,
Raker,5,3,2,2,,
Cocci,5,3,2,2,,
Bligh,5,4,1,1,,
Loopy,5,3,2,2,,
Moves,5,3,2,1,,
Buyer,5,3,2,1,,
Retch,5,4,1,1,Middle English,
Slick,5,4,1,1,Proto Germanic,
Wryly,5,5,0,2,,
Bronc,5,4,1,1,,
Evade,5,2,3,2,Middle French,
Hammy,5,4,1,2,,
Muzzy,5,4,1,2,,
Kamba,5,3,2,2,,
Repay,5,3,2,2,,
Naris,5,3,2,2,,
Sleet,5,3,2,1,Middle English,
Sneak,5,3,2,1,Middle English,
Baccy,5,4,1,2,,
Howdy,5,4,1,2,,
Chaga,5,3,2,2,,
Codon,5,3,2,2,English,
Lurch,5,4,1,1,Latin,
Bushy,5,4,1,2,,
Hardy,5,4,1,2,Germanic,
Gully,5,4,1,2,Middle English,
Ripen,5,3,2,2,,
Edify,5,3,2,3,Old French,
Witty,5,4,1,2,Old English,
Beefy,5,3,2,2,,
Aimed,5,2,3,1,,
Paten,5,3,2,2,Old French,
Cleat,5,3,2,1,Middle English,
Aloft,5,3,2,2,Old Norse,
Cubit,5,3,2,2,Latin,
Rural,5,3,2,2,Old French,
Shiny,5,4,1,2,,
Sinew,5,3,2,2,Middle English,
Arras,5,3,2,2,French,
Ileus,5,2,3,2,,
Tarry,5,4,1,2,Middle English,
Bumpy,5,4,1,2,,
Shale,5,3,2,1,Middle English,
Sheik,5,3,2,1,Arabic,
Knave,5,3,2,1,Middle English,
Oiled,5,2,3,2,,
Cacao,5,2,3,2,Spanish,
Oiled,5,2,3,2,,
Cacao,5,2,3,2,Spanish,
Ranks,5,4,1,1,,
Myoma,5,3,2,2,,
Pinna,5,3,2,2,Proto Indo European,
Utica,5,2,3,3,,
Stoop,5,3,2,1,Dutch,
Meals,5,3,2,1,,
Edges,5,3,2,1,,
Lingo,5,3,2,2,Proto Indo European,
Musty,5,4,1,2,,
Bevel,5,3,2,2,Old French,
Paced,5,3,2,1,,
Kadai,5,2,3,2,,
Picus,5,3,2,2,,
Crohn,5,4,1,1,,
Snook,5,3,2,1,Dutch,
Pratt,5,4,1,1,Old English,
Groat,5,3,2,1,Middle English,
Primo,5,3,2,2,Italian,
Wells,5,4,1,1,,
Lagan,5,3,2,2,Old French,
ASEAN,5,2,3,2,,
Leary,5,3,2,2,,
Feria,5,2,3,3,Latin,
Drear,5,3,2,1,,
Swash,5,4,1,1,,
Tench,5,4,1,1,Old French,
Lieve,5,2,3,1,Baltic,
Klein,5,3,2,1,,
Atoll,5,3,2,2,Malayalam,
Argus,5,3,2,2,,
Risky,5,4,1,2,,
Netty,5,4,1,2,Old English,
Leeds,5,3,2,1,Old English,
Snark,5,4,1,1,,
Lyric,5,4,1,2,French,
Cadet,5,3,2,2,French,
Horny,5,4,1,2,,
Slurp,5,4,1,1,Middle Dutch,
Spent,5,4,1,1,,
Gauze,5,2,3,2,French,
Tonus,5,3,2,2,Latin,
Leach,5,3,2,1,Middle English,
Apian,5,2,3,3,Latin,
Panto,5,3,2,2,,
Arsis,5,3,2,2,Ancient Greek,
Stops,5,4,1,1,Middle Low German,
Bogie,5,2,3,2,,
Cubby,5,4,1,2,Middle English,
Bogie,5,2,3,2,,
Truly,5,4,1,2,,
Laity,5,3,2,2,Latin,
Natal,5,3,2,2,Portuguese,
Flume,5,3,2,1,Middle English,
Agama,5,2,3,3,Sanskrit,
Dowry,5,4,1,2,Middle English,
Squab,5,3,2,1,,
Monde,5,3,2,2,French,
Renew,5,3,2,2,Latin,
Nanna,5,3,2,2,Proto Germanic,
Yahve,5,3,2,2,,
Malay,5,3,2,2,Malay,
Kanji,5,3,2,2,Japanese,
Smelt,5,4,1,1,Old English,
Grail,5,3,2,1,Old French,
Piste,5,3,2,1,French,
Kwell,5,4,1,1,,
Salpa,5,3,2,2,Latin,
Rudra,5,3,2,2,,
Grits,5,4,1,1,,
Flats,5,4,1,1,,
Sloop,5,3,2,1,Dutch,
Whish,5,4,1,1,,
Guise,5,2,3,1,Middle English,
Plasm,5,4,1,2,,
Bogey,5,3,2,2,English,
Reins,5,3,2,1,French,
Duppy,5,4,1,2,,
Baler,5,3,2,2,,
Evoke,5,2,3,2,French,
Spunk,5,4,1,1,Middle English,
Mucky,5,4,1,2,,
Mixed,5,3,2,2,Middle English,
Froth,5,4,1,1,Old Norse,
Helix,5,3,2,2,,
Foggy,5,4,1,2,,
Genoa,5,2,3,2,Latin,
Shite,5,3,2,1,Middle English,
Hilly,5,4,1,2,,
Penal,5,3,2,2,Old French,
Glide,5,3,2,1,Middle English,
ASCII,5,2,3,3,,
Dhaka,5,3,2,2,Bengali,
Croat,5,3,2,1,Medieval Latin,
Calla,5,3,2,2,,
Metic,5,3,2,2,Ancient Greek,
Reata,5,2,3,2,Spanish,
Shuck,5,4,1,1,,
Deign,5,3,2,1,Middle English,
Shuck,5,4,1,1,,
Pixie,5,2,3,2,,
Totem,5,3,2,2,Ojibwe,
Scuff,5,4,1,1,,
HAART,5,3,2,1,,
Razed,5,3,2,1,,
Selma,5,3,2,2,Turkish,
Frick,5,4,1,1,,
Kriti,5,3,2,2,,
Bauer,5,2,3,2,,
Diced,5,3,2,1,,
Nates,5,3,2,1,Latin,
Meson,5,3,2,2,Ancient Greek,
Chore,5,3,2,1,Middle English,
Grump,5,4,1,1,,
Asama,5,2,3,3,,
Bayes,5,3,2,1,,
Resay,5,3,2,2,,
Bairn,5,3,2,1,Middle English,
Prion,5,3,2,1,Ancient Greek,
Edwin,5,3,2,2,Old English,
Faded,5,3,2,2,,
Riant,5,3,2,2,French,
Deism,5,3,2,2,French,
Hacky,5,4,1,2,,
Chaja,5,3,2,2,,
Toque,5,2,3,1,Spanish,
Blest,5,4,1,1,,
Clegg,5,4,1,1,,
Klutz,5,4,1,1,Yiddish,
Monet,5,3,2,2,,
Oryza,5,3,2,3,,
Overt,5,3,2,2,Old French,
Giddy,5,4,1,2,Middle English,
Cinch,5,4,1,1,Occitan,
Teres,5,3,2,1,,
Bhaga,5,3,2,2,,
Ravel,5,3,2,2,Dutch,
Bract,5,4,1,1,,
Soppy,5,4,1,2,,
Tulle,5,3,2,2,French,
Valet,5,3,2,2,French,
Laban,5,3,2,2,Hebrew,
Suing,5,3,2,2,French,
Fibre,5,3,2,2,French,
Alula,5,2,3,3,Latin,
Ducky,5,4,1,2,,
Nomen,5,3,2,2,Proto Indo European,
Wilde,5,3,2,2,,
Files,5,3,2,2,,
Mezzo,5,3,2,2,Latin,
Jaunt,5,3,2,1,,
Ummah,5,3,2,2,,
Wrack,5,4,1,1,Middle English,
Burke,5,3,2,2,,
Noted,5,3,2,2,,
Qepiq,5,3,2,2,,
Nexus,5,3,2,2,Latin,
Ladle,5,3,2,2,Middle English,
Blimp,5,4,1,1,,
Caddy,5,4,1,2,Scots,
Navel,5,3,2,2,Middle English,
Faust,5,3,2,1,Old High German,
Lifer,5,3,2,2,Proto Germanic,
Posit,5,3,2,2,Latin,
Femme,5,3,2,2,Middle English,
Gains,5,3,2,1,,
Dazed,5,3,2,1,,
Tiber,5,3,2,2,Latin,
Thole,5,3,2,1,Middle English,
Hussy,5,4,1,2,Middle English,
Supra,5,3,2,2,Latin,
Barfy,5,4,1,2,,
Balsa,5,3,2,2,Spanish,
Knots,5,4,1,1,,
Salty,5,4,1,2,,
Gaper,5,3,2,2,,
Firth,5,4,1,1,Old Norse,
Gabor,5,3,2,2,,
Thebe,5,3,2,2,Tswana,
Mould,5,3,2,1,,
Pleat,5,3,2,1,Middle English,
Annam,5,3,2,2,,
Prawn,5,4,1,1,,
Swill,5,4,1,1,,
Elver,5,3,2,2,,
Rowdy,5,4,1,2,,
Bloke,5,3,2,1,,
Blase,5,3,2,1,,
Dhole,5,3,2,1,Kannada,
Nonce,5,3,2,1,Middle English,
Bwana,5,3,2,2,Swahili,
Lemma,5,3,2,2,Ancient Greek,
Ruble,5,3,2,2,Russian,
Khmer,5,4,1,1,Pali,
Sough,5,3,2,1,Old English,
Aphid,5,3,2,2,,
Bioko,5,2,3,3,,
Scrub,5,4,1,1,Middle English,
Muddy,5,4,1,2,,
Muddy,5,4,1,2,,
Malta,5,3,2,2,Ancient Greek,
Dewey,5,3,2,2,,
Loofa,5,2,3,2,,
Tilia,5,2,3,3,Latin,
Churl,5,4,1,1,Middle English,
Axone,5,2,3,2,,
Squaw,5,3,2,1,Massachusett,
Exact,5,3,2,2,Old French,
Sodom,5,3,2,2,Ancient Greek,
Fatso,5,3,2,2,,
Matzo,5,3,2,2,Hebrew,
Holey,5,3,2,2,,
Wrest,5,4,1,1,Old English,
Bilbo,5,3,2,2,,
Ditto,5,3,2,2,Italian,
Grist,5,4,1,1,Middle English,
Sitar,5,3,2,2,Persian,
Ditty,5,4,1,2,Old French,
Rubus,5,3,2,2,Latin,
Wharf,5,4,1,1,Middle English,
Mangy,5,4,1,2,,
Cairn,5,3,2,1,Scots,
Tenge,5,3,2,2,Kazakh,
Nutty,5,4,1,2,,
Jacky,5,4,1,2,,
Wiper,5,3,2,2,,
Kline,5,3,2,1,,
Kafka,5,3,2,2,,
Sands,5,4,1,1,,
Euler,5,2,3,2,,
Herds,5,4,1,1,,
Cured,5,3,2,1,,
Curvy,5,4,1,2,,
Axile,5,2,3,2,,
Sabre,5,3,2,2,French,
Divot,5,3,2,2,,
Banns,5,4,1,1,,
Gabon,5,3,2,2,Portuguese,
Eblis,5,3,2,2,,
Hunch,5,4,1,1,,
Mulla,5,3,2,2,,
Cares,5,3,2,1,,
Strop,5,4,1,1,Proto Slavic,
Prate,5,3,2,1,Middle English,
Bueno,5,2,3,2,Latin,
Banks,5,4,1,1,,
Aloes,5,2,3,2,,
Torso,5,3,2,2,Italian,
Peony,5,3,2,2,Old English,
Flack,5,4,1,1,Middle English,
Huron,5,3,2,2,Middle French,
Muted,5,3,2,2,,
Bilge,5,3,2,2,,
Tuner,5,3,2,2,English,
Whoop,5,3,2,1,Middle English,
Louse,5,2,3,1,Middle English,
Pacer,5,3,2,2,Latin,
Folia,5,2,3,3,,
Incus,5,3,2,2,Latin,
Sambo,5,3,2,2,Portuguese,
Filed,5,3,2,2,,
Pinny,5,4,1,2,,
Felly,5,4,1,2,Middle English,
Teens,5,3,2,1,,
Plead,5,3,2,1,Middle English,
Sheaf,5,3,2,1,Old English,
Snide,5,3,2,1,,
Naira,5,2,3,2,,
Glean,5,3,2,1,Middle English,
Cavil,5,3,2,2,Old French,
Cirio,5,2,3,3,Latin,
Chert,5,4,1,1,,
Salle,5,3,2,2,French,
Vesta,5,3,2,2,Latin,
Bursa,5,3,2,2,Medieval Latin,
Hanks,5,4,1,1,,
ASALA,5,2,3,3,,
Rumba,5,3,2,2,Spanish,
Cosey,5,3,2,2,,
Shred,5,4,1,1,Old English,
Drupe,5,3,2,1,Latin,
Batty,5,4,1,2,,
Wacko,5,3,2,2,,
Voter,5,3,2,2,English,
Noemi,5,2,3,2,,
Betel,5,3,2,2,Tamil,
Shady,5,4,1,2,,
Ajaia,5,1,4,4,,
Jawan,5,3,2,2,Persian,
Debit,5,3,2,2,Middle French,
Bulls,5,4,1,1,,
Links,5,4,1,1,Scots,
Fused,5,3,2,1,,
Masai,5,2,3,2,,
Amiss,5,3,2,2,,
Prana,5,3,2,2,Sanskrit,
Levee,5,2,3,2,French,
Monad,5,3,2,2,,
Wonky,5,4,1,2,Middle English,
Galea,5,2,3,2,Latin,
Macao,5,2,3,2,,
Hinny,5,4,1,2,Latin,
Pedes,5,3,2,1,,
Shabu,5,3,2,2,,
Argot,5,3,2,2,French,
Lanky,5,4,1,2,,
Renal,5,3,2,2,Late Latin,
Honky,5,4,1,2,,
Bragg,5,4,1,1,,
Bedew,5,3,2,2,Middle English,
Puffy,5,4,1,2,,
Entsy,5,4,1,2,,
Bocci,5,3,2,2,,
Flail,5,3,2,1,Middle English,
Skiff,5,4,1,1,Middle French,
Claws,5,4,1,1,,
Kaput,5,3,2,2,German,
Repas,5,3,2,2,Old French,
Kolam,5,3,2,2,,
Ailey,5,2,3,2,,
Tanga,5,3,2,2,Spanish,
Femur,5,3,2,2,Latin,
Dowel,5,3,2,2,Middle English,
Apery,5,3,2,3,,
Nardo,5,3,2,2,,
Vigor,5,3,2,2,,
Erode,5,2,3,2,French,
Evict,5,3,2,2,,
Wizen,5,3,2,2,Middle English,
Shrug,5,4,1,1,,
Harpy,5,4,1,2,French,
Ajuga,5,2,3,3,,
Quiff,5,3,2,1,,
Soapy,5,3,2,2,,
Amman,5,3,2,2,,
Yenta,5,3,2,2,Yiddish,
Hefty,5,4,1,2,,
Bitsy,5,4,1,2,,
Thill,5,4,1,1,Middle English,
Curia,5,2,3,3,Latin,
Nomia,5,2,3,3,,
Ascot,5,3,2,2,,
Borne,5,3,2,2,Late Latin,
Boyle,5,3,2,2,Irish,
Curst,5,4,1,1,,
Yahwe,5,3,2,1,,
Amnio,5,2,3,3,,
Fumes,5,3,2,1,,
Blurb,5,4,1,1,,
Lapin,5,3,2,2,Middle French,
Sprig,5,4,1,1,,
Stadt,5,4,1,1,,
Basal,5,3,2,2,,
Gamin,5,3,2,2,French,
Twill,5,4,1,1,Middle English,
Infix,5,3,2,2,French,
Parve,5,3,2,2,,
Runny,5,4,1,2,,
Binet,5,3,2,2,,
Daunt,5,3,2,1,Middle English,
Mosey,5,3,2,2,,
Adapa,5,2,3,3,,
Letch,5,4,1,1,,
Ukase,5,2,3,2,Russian,
Kiley,5,3,2,2,,
Farsi,5,3,2,2,Persian,
Gusto,5,3,2,2,Italian,
Magma,5,3,2,2,Ancient Greek,
Spend,5,4,1,1,Middle English,
Chide,5,3,2,1,Middle English,
Shane,5,3,2,1,,
Finis,5,3,2,2,Latin,
Nandu,5,3,2,2,Guarana,
Fixin,5,3,2,2,,
Boned,5,3,2,1,,
Shute,5,3,2,1,,
Rowan,5,3,2,2,Old Norse,
Surge,5,3,2,2,Middle English,
Belem,5,3,2,2,,
Benet,5,3,2,2,,
Rivet,5,3,2,2,Old French,
Scoot,5,3,2,1,,
Burly,5,4,1,2,Middle English,
Keats,5,3,2,1,Middle English,
Manic,5,3,2,2,Ancient Greek,
Katar,5,3,2,2,,
Sabra,5,3,2,2,,
Farad,5,3,2,2,,
Biddy,5,4,1,2,,
Khasi,5,3,2,2,,
Mated,5,3,2,2,,
Stoic,5,3,2,1,,
Twirp,5,4,1,1,,
Moxie,5,2,3,2,,
Nacre,5,3,2,2,Middle French,
Stump,5,4,1,1,Middle English,
Sappy,5,4,1,2,Latin,
Sinai,5,2,3,2,,
Nanus,5,3,2,2,Ancient Greek,
Caulk,5,3,2,1,Old Northern French,
Orach,5,3,2,2,Anglo Norman,
Dross,5,4,1,1,Middle English,
Capiz,5,3,2,2,,
Braze,5,3,2,1,Old French,
Sheer,5,3,2,1,Middle English,
Arame,5,2,3,2,Japanese,
Padua,5,2,3,2,,
Belau,5,2,3,2,,
Tartu,5,3,2,2,Estonian,
Copse,5,3,2,2,,
Emile,5,2,3,2,,
Tawny,5,4,1,2,Middle English,
Mushy,5,4,1,2,,
Views,5,3,2,1,,
Yucca,5,3,2,2,Galibi Carib,
Cooke,5,2,3,1,,
Taxis,5,3,2,2,Ancient Greek,
Sabot,5,3,2,2,French,
Luxor,5,3,2,2,,
Infra,5,3,2,2,Latin,
Ruche,5,3,2,1,French,
Gavel,5,3,2,2,Old English,
Unman,5,3,2,2,,
Sumac,5,3,2,2,Old French,
Soggy,5,4,1,2,,
Barbu,5,3,2,2,Latin,
Decor,5,3,2,2,French,
Catha,5,3,2,2,,
Aotus,5,2,3,2,,
Swoop,5,3,2,1,Middle English,
Laced,5,3,2,1,,
Balmy,5,4,1,2,,
Lofty,5,4,1,2,Middle English,
Kamia,5,2,3,3,,
Staid,5,3,2,1,,
Sider,5,3,2,2,Arabic,
Malus,5,3,2,2,Latin,
Salai,5,2,3,2,,
Sivan,5,3,2,2,,
Satyr,5,4,1,2,French,
Joyce,5,3,2,2,Old French,
Attar,5,3,2,2,Persian,
Refer,5,3,2,2,Middle English,
Stony,5,4,1,2,Middle English,
Peart,5,3,2,1,,
Gills,5,4,1,1,,
Eider,5,2,3,2,Icelandic,
Stink,5,4,1,1,Middle English,
Furan,5,3,2,2,Hindi,
Lined,5,3,2,1,,
Fives,5,3,2,1,,
Butte,5,3,2,2,,
Pseud,5,3,2,1,,
Thrum,5,4,1,1,Middle English,
Nasha,5,3,2,2,,
Ackee,5,2,3,2,,
Skein,5,3,2,1,Middle English,
Gyves,5,4,1,1,,
Homme,5,3,2,2,Latin,
Gaius,5,2,3,3,,
Carew,5,3,2,2,,
Bogle,5,3,2,2,,
Ruach,5,3,2,2,,
Slush,5,4,1,1,,
Gaffe,5,3,2,2,French,
Essen,5,3,2,2,,
Klimt,5,4,1,1,,
Tizzy,5,4,1,2,,
Doric,5,3,2,2,Ancient Greek,
Shyam,5,4,1,1,,
Dacca,5,3,2,2,,
Pasto,5,3,2,2,,
Cetus,5,3,2,2,Latin,
Cebus,5,3,2,2,Ancient Greek,
Bantu,5,3,2,2,Xhosa,
Mahan,5,3,2,2,,
Sisal,5,3,2,2,,
Zonal,5,3,2,2,,
Gammy,5,4,1,2,Irish,
Macer,5,3,2,2,Proto Indo European,
Canty,5,4,1,2,,
Vetch,5,4,1,1,Old French,
Lumen,5,3,2,2,Proto Indo European,
Testa,5,3,2,2,Latin,
Recap,5,3,2,2,,
Fugue,5,2,3,1,French,
Baboo,5,2,3,2,,
Gamba,5,3,2,2,Late Latin,
Golan,5,3,2,2,,
Zamia,5,2,3,3,Ancient Greek,
Equip,5,2,3,2,French,
Golem,5,3,2,2,Hebrew,
Aport,5,3,2,2,,
Shill,5,4,1,1,,
Besom,5,3,2,2,Middle English,
Estop,5,3,2,2,Anglo Norman,
Clump,5,4,1,1,Middle Dutch,
Wield,5,3,2,1,Old English,
Tried,5,3,2,1,,
Dulia,5,2,3,3,Latin,
Fleck,5,4,1,1,Middle English,
Sacks,5,4,1,1,,
Chian,5,3,2,2,Latin,
Khaki,5,3,2,2,Hindi,
Knell,5,4,1,1,,
Needs,5,3,2,1,,
Haida,5,2,3,2,,
Remit,5,3,2,2,Latin,
Spelt,5,4,1,1,Middle English,
Bared,5,3,2,1,,
Gruff,5,4,1,1,Middle Dutch,
Posed,5,3,2,1,,
Ethos,5,3,2,2,Ancient Greek,
Mules,5,3,2,1,,
Slums,5,4,1,1,,
Beryl,5,4,1,2,Old French,
Haber,5,3,2,2,,
Lindy,5,4,1,2,,
Dusky,5,4,1,2,,
Brome,5,3,2,1,,
Oomph,5,3,2,1,,
Chirr,5,4,1,1,,
Enact,5,3,2,2,Middle English,
Sepal,5,3,2,2,Latin,
Trave,5,3,2,1,Middle English,
Flank,5,4,1,1,Middle English,
Parvo,5,3,2,2,Latin,
Stile,5,3,2,1,Middle English,
Suddy,5,4,1,2,,
Desto,5,3,2,2,,
Ctene,5,3,2,2,,
Nudge,5,3,2,1,,
Rummy,5,4,1,2,,
Stems,5,4,1,1,,
Genet,5,3,2,2,Anglo Norman,
Bosch,5,4,1,1,,
Slash,5,4,1,1,,
Broca,5,3,2,2,,
Chufa,5,3,2,2,Spanish,
Sedan,5,3,2,2,Old Norse,
Timid,5,3,2,2,French,
Aloud,5,2,3,2,Middle English,
Rente,5,3,2,2,French,
Ionic,5,2,3,2,Ancient Greek,
Tuber,5,3,2,2,,
Unshy,5,4,1,2,,
Plump,5,4,1,1,,
Untie,5,2,3,2,,
Volar,5,3,2,2,Latin,
Paxil,5,3,2,2,,
Munda,5,3,2,2,,
Manet,5,3,2,2,,
Huged,5,3,2,2,,
Aleph,5,3,2,2,Hebrew,
Utile,5,2,3,2,Old French,
Mavis,5,3,2,2,Irish,
Situs,5,3,2,2,Latin,
Plait,5,3,2,1,Old French,
Junta,5,3,2,2,Spanish,
Parry,5,4,1,2,Middle English,
Frith,5,4,1,1,Middle English,
Golgi,5,3,2,2,,
Nasua,5,2,3,2,,
Verdi,5,3,2,2,,
Zooid,5,2,3,2,,
Icily,5,3,2,3,,
Antre,5,3,2,2,Middle French,
Rumal,5,3,2,2,,
Roper,5,3,2,2,,
Aides,5,2,3,1,,
Sault,5,3,2,1,Middle French,
Virtu,5,3,2,2,,
Brail,5,3,2,1,Old French,
Arhat,5,3,2,2,,
Squit,5,3,2,1,,
Borer,5,3,2,2,German,
Dubya,5,3,2,2,,
Stint,5,4,1,1,Old English,
Seize,5,2,3,1,Middle English,
Pipet,5,3,2,2,French,
Evert,5,3,2,1,,
Naval,5,3,2,2,Latin,
Poule,5,2,3,1,French,
Baulk,5,3,2,1,,
Pinto,5,3,2,2,Spanish,
Unbar,5,3,2,2,,
Cokie,5,2,3,2,,
Foray,5,3,2,2,Middle English,
Brage,5,3,2,1,Old Norse,
Saved,5,3,2,1,,
Sunna,5,3,2,2,,
Faked,5,3,2,1,,
Dolby,5,4,1,2,,
Bitis,5,3,2,2,,
Bragi,5,3,2,2,,
Frigg,5,4,1,1,Old Norse,
Faute,5,2,3,1,Vulgar Latin,
Visor,5,3,2,2,Anglo Norman,
Khadi,5,3,2,2,,
Visor,5,3,2,2,Anglo Norman,
Paine,5,2,3,1,,
Waltz,5,4,1,1,German,
Inlet,5,3,2,2,Middle English,
Auxin,5,2,3,2,Ancient Greek,
Moved,5,3,2,1,,
